# Wiktionary topic vocabulary, one row per headword: the word (multi-word phrases carry
# underscores, the written form the bundled WordNet resources use) and the union of topic
# labels across its senses, comma-separated. The dictionary saying which domains claim the
# word — membership is a vote's evidence, never a decision.
#
# Name: Wiktionary topic vocabulary
# Publisher: Wiktionary, through wiktextract at kaikki.org
# Kind: words
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org (https://kaikki.org/dictionary/English/); Tatu Ylonen: "Wiktextract:
#   Wiktionary as Machine-Readable Structured Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryExtraction: 185768 words.
critical_condition	medicine,sciences
critical_exponent	computing,computing-theory,engineering,mathematics,natural-sciences,physical-sciences,sciences
critical_function	mathematics,sciences
critical_hit	video-games
critical_illness	business,insurance
critical_incident_stress_management	human-sciences,psychology,sciences
critical_load	biology,ecology,natural-sciences
critical_micelle_concentration	chemistry,natural-sciences,organic-chemistry,physical-sciences
critical_opalescence	natural-sciences,physical-sciences,physics
critical_period	biology,human-sciences,linguistics,natural-sciences,psychology,sciences
critical_point	mathematics,natural-sciences,physical-sciences,physics,sciences,thermodynamics
critical_rationalism	human-sciences,philosophy,sciences
critical_reynolds_number	natural-sciences,physical-sciences,physics
critical_section	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
critical_success_factor	management
critical_taper	engineering,geography,geology,mechanical-engineering,mechanics,natural-sciences,physical-sciences
critical_temperature	natural-sciences,physical-sciences,physics
criticality	education,natural-sciences,physical-sciences,physics
critically_damped	natural-sciences,physical-sciences,physics
criticoid	mathematics,sciences
critter	rail-transport,railways,transport
crius	human-sciences,mysticism,mythology,philosophy,sciences
crkp	medicine,sciences
crl	anatomy,computing,engineering,mathematics,medicine,natural-sciences,physical-sciences,sciences
crla	law
crlf	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
crm	aeronautics,aerospace,aviation,business,climatology,engineering,finance,meteorology,natural-sciences,physical-sciences
crnt.	entertainment,lifestyle,music
cro	business,government,hobbies,lifestyle,marketing,military,politics,sports,war
cro-magnon	archaeology,history,human-sciences,sciences
croak	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
croat.	law
crocacin	chemistry,natural-sciences,organic-chemistry,physical-sciences
crocalbin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
crocein	chemistry,natural-sciences,organic-chemistry,physical-sciences
crocetin	chemistry,natural-sciences,organic-chemistry,physical-sciences
crocetinsemialdehyde	chemistry,natural-sciences,organic-chemistry,physical-sciences
crochet	biology,business,manufacturing,natural-sciences,sewing,textiles,zoology
crochetage	cardiology,medicine,sciences
crocidolite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
crocidurate	biology,natural-sciences,zoology
crocin	chemistry,natural-sciences,organic-chemistry,physical-sciences
crock	agriculture,business,horticulture,lifestyle,manufacturing,textiles
crockard	hobbies,lifestyle,numismatics
crocket	architecture,hobbies,hunting,lifestyle
crocketed	architecture
crocketing	architecture
croco-snapped	business,clothing,fashion,lifestyle,manufacturing,textiles
crocodile	human-sciences,logic,mathematics,philosophy,sciences
crocodile_squeezer	engineering,metallurgy,natural-sciences,physical-sciences
crocodility	human-sciences,logic,mathematics,philosophy,sciences
crocodylid	biology,natural-sciences,zoology
crocodyliform	biology,natural-sciences,zoology
crocodyline	biology,natural-sciences,zoology
crocodylomorph	biology,natural-sciences,zoology
crocoite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
croconate	chemistry,natural-sciences,organic-chemistry,physical-sciences
croconazole	medicine,pharmacology,sciences
croconic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
crocoxanthin	chemistry,natural-sciences,organic-chemistry,physical-sciences
crocus	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
crocus_of_venus	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
croggle	lifestyle
croggled	lifestyle
crogglement	lifestyle
crohn's_disease	medicine,pathology,sciences
croisé	fencing,government,hobbies,lifestyle,martial-arts,military,politics,sports,war
croixan	geography,geology,natural-sciences
crojack	nautical,transport
crokicurl	hobbies,lifestyle,sports
croma	entertainment,lifestyle,music
crome	entertainment,lifestyle,music
cromfordite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
cromlech	archaeology,history,human-sciences,sciences
crommyoxyregmia	medicine,sciences
cromoglicate	chemistry,natural-sciences,organic-chemistry,physical-sciences
cromoglicic_acid	biochemistry,biology,chemistry,microbiology,natural-sciences,organic-chemistry,physical-sciences
cromoglycate	medicine,sciences
cromolyn	medicine,pharmacology,sciences
cromorna	entertainment,lifestyle,music
crompton	rail-transport,railways,transport
cromwellian_chair	furniture,lifestyle
cron	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
cronartiaceous	biology,mycology,natural-sciences
crone	Wicca,lifestyle,religion
cronehood	Wicca,lifestyle,religion
cronian	astronomy,natural-sciences
cronidipine	medicine,pharmacology,sciences
cronjob	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
crono-	astronomy,natural-sciences
cronocentric	astronomy,natural-sciences
cronstedtite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
crontab	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
cronus	human-sciences,mysticism,mythology,philosophy,sciences
cronusite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
crony_capitalism	government,politics
crook	entertainment,lifestyle,music
crooked_number	ball-games,baseball,games,hobbies,lifestyle,sports
crooked_tune	entertainment,lifestyle,music
crookes_space	natural-sciences,physical-sciences,physics
crookesite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
crooner	entertainment,lifestyle,music
crop	agriculture,anatomy,architecture,business,lifestyle,medicine,mining,sciences
crop-rotate	agriculture,business,lifestyle
crop_out	arts,geography,geology,hobbies,lifestyle,natural-sciences,photography
crop_rotation	agriculture,business,lifestyle
cropmark	archaeology,history,human-sciences,media,printing,publishing,sciences
cropping	agriculture,business,lifestyle,mining
croquante	cooking,food,lifestyle
croquet	games
croquet_mallet	hobbies,lifestyle,sports
croquette	cooking,food,lifestyle
croquis	art,arts
croscarmellose	medicine,sciences
crosier	biology,botany,natural-sciences
cross	Christianity,Rubik's-Cube,ball-games,biology,boxing,cartomancy,cricket,games,geography,government,heraldry,hobbies,human-sciences,law,lifestyle,martial-arts,military,monarchy,mysticism,natural-sciences,nautical,nobility,philosophy,politics,rugby,sciences,soccer,sports,surveying,transport,war
cross-appeal	law
cross-armed	biology,botany,natural-sciences
cross-battery	government,human-sciences,military,politics,psychology,sciences,war
cross-beat	entertainment,lifestyle,music
cross-bench	government,politics
cross-bencher	government,politics
cross-birth	medicine,sciences
cross-bonding	business,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
cross-bone	anatomy,medicine,sciences
cross-border_ticket	lifestyle,tourism,transport,travel
cross-buttock	government,hobbies,lifestyle,martial-arts,military,politics,sports,war,wrestling
cross-cast	accounting,business,entertainment,finance,lifestyle,theater
cross-chain	business,cryptocurrencies,cryptocurrency,cycling,finance,hobbies,lifestyle,sports
cross-check	hobbies,ice-hockey,lifestyle,skating,sports
cross-collateralization	business,finance
cross-collateralize	business,finance
cross-counter	boxing,government,hobbies,lifestyle,martial-arts,military,politics,sports,war
cross-countries	mathematics,sciences,statistics
cross-country_skier	hobbies,lifestyle,skiing,sports
cross-country_skiing	hobbies,lifestyle,skiing,sports
cross-course	business,mining
cross-cousin	anthropology,human-sciences,sciences
cross-dress	immunology,medicine,sciences
cross-dressing	immunology,medicine,sciences
cross-examination	law
cross-halving_joint	business,carpentry,construction,manufacturing
cross-handed	hobbies,lifestyle,rowing,sports
cross-jack_yard	nautical,transport
cross-link	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
cross-linked	chemistry,natural-sciences,physical-sciences
cross-list	business,education,finance
cross-multiplication	mathematics,sciences
cross-phrasing	entertainment,lifestyle,music
cross-platform	computing,engineering,mathematics,natural-sciences,physical-sciences,rail-transport,railways,sciences,transport
cross-pol	communications,electrical-engineering,engineering,government,military,natural-sciences,physical-sciences,politics,telecommunications,war
cross-pollinate	biology,botany,natural-sciences
cross-pollination	biology,botany,natural-sciences
cross-polytope	geometry,mathematics,sciences
cross-price_elasticity_of_demand	economics,sciences
cross-process	arts,computing,engineering,hobbies,lifestyle,mathematics,natural-sciences,photography,physical-sciences,sciences
cross-progress	video-games
cross-progression	video-games
cross-quantilogram	mathematics,sciences
cross-race_effect	human-sciences,psychology,sciences
cross-ratio	geometry,mathematics,sciences
cross-reactivity	immunology,medicine,sciences
cross-resistance	immunology,medicine,pharmacology,sciences,toxicology
cross-rhythm	entertainment,lifestyle,music
cross-server	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
cross-shot	arts,ball-games,games,hobbies,hunting,lifestyle,photography,soccer,sports
cross-sibling	anthropology,human-sciences,sciences
cross-sill	railways,transport
cross-spall	business,manufacturing,shipbuilding
cross-springer	architecture
cross-staff	ecclesiastical,lifestyle,religion
cross-stone	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
cross-tab	mathematics,sciences,statistics
cross-thread	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
cross-tie	rail-transport,railways,transport
cross-tining	agriculture,business,lifestyle
cross-trail	broadcasting,media
cross-training	hobbies,lifestyle,sports
cross-trees	nautical,transport
cross-tune	entertainment,lifestyle,music
cross-tuning	entertainment,lifestyle,music
cross-validate	mathematics,sciences,statistics
cross-validation	mathematics,sciences,statistics
cross-vaulting	architecture
cross_action	law
cross_assembler	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
cross_bat	ball-games,cricket,games,hobbies,lifestyle,sports
cross_bearer	Christianity
cross_bottony	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_check	hobbies,ice-hockey,lifestyle,skating,sports
cross_compiler	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
cross_country	hobbies,lifestyle,sports
cross_crosslet	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_elasticity_of_demand	economics,sciences
cross_fell	geography,natural-sciences
cross_flory	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_gamma	business,finance
cross_join	computing,databases,engineering,mathematics,natural-sciences,physical-sciences,sciences
cross_junction	railways,transport
cross_lay	firefighting,government
cross_moline	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_oneself	Christianity
cross_out	arts,graffiti,visual-arts
cross_potence	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_potent	government,heraldry,hobbies,lifestyle,monarchy,nobility,politics
cross_product	linear-algebra,mathematics,sciences
cross_sea	nautical,transport
cross_section	mathematics,natural-sciences,physical-sciences,physics,sciences,statistics
cross_someone's_t	government,military,nautical,politics,transport,war
cross_springer	architecture
cross_tab	mathematics,sciences,statistics
cross_tabulation	mathematics,sciences,statistics
cross_term	linear-algebra,mathematics,sciences
cross_the_aisle	government,politics
cross_the_floor	government,politics
cross_the_line	broadcasting,cinematography,film,media,television
cross_vanna	business,finance
cross_vault	architecture
cross_volga	business,finance
crossability	biology,natural-sciences
crossandra	biology,botany,natural-sciences
crossatron	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
crossback	American-football,ball-games,dance,dancing,football,games,hobbies,lifestyle,sports
crossband	biology,business,communications,electrical-engineering,engineering,manufacturing,natural-sciences,physical-sciences,telecommunications,textiles
crossbar	hobbies,lifestyle,sports
crossbar_switch	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
crossbeam	nautical,transport
crossbedded	geography,geology,natural-sciences
crossbedding	geography,geology,natural-sciences
crossbench	government,politics
crossbencher	government,politics
crossbill	law
crossbite	dentistry,medicine,sciences
crossbody	government,hobbies,lifestyle,martial-arts,military,politics,sports,war,wrestling
crossboned	hobbies,lifestyle,snowboarding,sports
crossbreak	mathematics,sciences,statistics
crossbridge	medicine,physiology,sciences
